0	0	143.4375	255
0	0	159.375	255
0	0	175.3125	255
0	0	191.25	255
0	0	207.1875	255
0	0	223.125	255
0	0	239.0625	255
0	0	255	255
0	15.9375	255	255
0	31.875	255	255
0	47.8125	255	255
0	63.75	255	255
0	79.6875	255	255
0	95.625	255	255
0	111.5625	255	255
0	127.5	255	255
0	143.4375	255	255
0	159.375	255	255
0	175.3125	255	255
0	191.25	255	255
0	207.1875	255	255
0	223.125	255	255
0	239.0625	255	255
0	255	255	255
15.9375	255	239.0625	255
31.875	255	223.125	255
47.8125	255	207.1875	255
63.75	255	191.25	255
79.6875	255	175.3125	255
95.625	255	159.375	255
111.5625	255	143.4375	255
127.5	255	127.5	255
143.4375	255	111.5625	255
159.375	255	95.625	255
175.3125	255	79.6875	255
191.25	255	63.75	255
207.1875	255	47.8125	255
223.125	255	31.875	255
239.0625	255	15.9375	255
255	255	0	255
255	239.0625	0	255
255	223.125	0	255
255	207.1875	0	255
255	191.25	0	255
255	175.3125	0	255
255	159.375	0	255
255	143.4375	0	255
255	127.5	0	255
255	111.5625	0	255
255	95.625	0	255
255	79.6875	0	255
255	63.75	0	255
255	47.8125	0	255
255	31.875	0	255
255	15.9375	0	255
255	0	0	255
239.0625	0	0	255
223.125	0	0	255
207.1875	0	0	255
191.25	0	0	255
175.3125	0	0	255
159.375	0	0	255
143.4375	0	0	255
127.5	0	0	255
